序号,TMP气温(℃),FEELST体感温度(℃),PRES气压(hPa),HUM相对湿度(%),RAIN降水量(mm),WSPD风速(m/s),AQI,PM2.5(渭g/m鲁),PM10(渭g/m鲁),NO2(渭g/m鲁),SO2(渭g/m鲁),O3(渭g/m鲁),CO(mg/m鲁)
5265,24,23.1,1005,87,0,3.1,147,112,0,58,2,12,1.3
5266,23.7,22.7,1005,94,2.1,1.9,139,106,0,49,2,38,1.1
5267,24.2,23.4,1006,91,0.8,1.1,134,102,0,37,2,65,1.1
5268,25.8,25.8,1005,86,0,1.2,105,79,0,24,2,94,1
5269,27.3,27,1005,76,0,1.4,88,65,0,17,2,114,0.9
5270,29.1,28.5,1005,66,0,1.1,102,76,79,18,2,133,1
5271,30.5,29,1004,54,0,3.2,99,74,0,16,2,144,1
5272,30.8,29.3,1004,51,0,2,100,75,80,15,2,153,1.1
5273,31.1,29.7,1004,54,0,2.5,113,85,103,16,2,165,1.1
5274,30.9,29.7,1004,54,0,1.5,114,86,97,16,2,152,1
5275,30.7,29.6,1004,54,0,1,117,88,94,18,2,144,1
5276,29.7,28.9,1004,61,0,1.1,128,97,112,21,2,144,1
5277,28.3,27.5,1005,65,0,1.5,133,101,116,23,2,131,1
5278,27.7,27.2,1006,70,0,0.8,128,97,112,24,2,124,1
5279,26.8,26.5,1006,75,0,0.6,115,87,97,27,2,104,1
5280,27,26.6,1006,72,0,0.7,97,72,83,29,2,87,0.9
5281,26.5,26.1,1006,77,0,1.9,92,68,71,24,2,86,0.8
5282,25.6,25.4,1006,82,0,1.4,90,67,71,26,2,79,0.8
5283,24.9,24.3,1006,86,0,0.9,99,74,83,29,2,66,0.8
5284,24.4,23.8,1006,88,0,0.5,98,73,79,29,2,56,0.8
5285,24.2,23.4,1006,90,0,1.2,102,76,80,26,2,51,0.8
5286,23.8,23.1,1006,92,0,0.7,98,73,78,30,2,42,0.8
5287,25.6,25.5,1007,84,0,1.3,107,80,0,27,2,37,0.8
5288,N/A,N/A,N/A,N/A,N/A,N/A,112,84,0,32,2,25,0.8
5289,27.1,26.7,1007,76,0,2.3,118,89,93,43,2,15,0.9
5290,28.3,27.4,1007,67,0,3.5,120,91,98,40,2,23,1
5291,30,27.9,1007,48,0,3.5,124,94,115,40,2,38,1
5292,30.6,28.5,1006,47,0,3.4,142,108,115,32,2,67,1.1
5293,31.5,29.4,1006,44,0,2.7,123,93,0,26,0,100,1.1
5294,31.9,29.3,1005,38,0,3,103,77,0,19,14,131,0
5295,N/A,N/A,N/A,N/A,N/A,N/A,99,74,110,20,2,0,1.1
5296,31.7,29.6,1005,43,0,2.4,104,78,90,0,2,150,1.2
5297,32,30.1,1004,44,0,2,122,92,94,18,2,161,1.3
5298,31.6,29.4,1004,43,0,2.7,135,103,117,20,2,155,1.4
5299,30.7,28.7,1004,48,0,3.2,,,,,,,
5300,29.7,28.1,1005,51,0,1.6,119,90,95,20,2,148,1.2
5301,28.1,27,1005,61,0,1.8,108,81,83,24,2,130,1
5302,27.2,26.1,1006,62,0,1.4,103,77,131,30,2,107,1
5303,26.7,25.6,1006,61,0,1.1,108,81,86,33,2,61,1
5304,26.2,25.2,1006,61,0,0.5,110,83,0,36,2,56,0.9
5305,25.1,24,1006,64,0,1,100,75,0,40,2,34,0.9
5306,24.3,24.5,1006,65,0,0.3,100,75,0,40,2,34,0.9
5307,23.4,23.1,1005,71,0,1.1,104,78,82,47,96,25,0.8
5308,22.6,22,1005,76,0,1.5,114,86,0,53,5,155,0.4
5309,23,22.5,1005,74,0,1.6,109,82,0,54,2,49,0.4
5310,22.3,21.9,1005,78,0,0.6,120,91,0,41,2,13,0.5
5311,22.8,22.4,1005,75,0,0.9,128,97,98,56,2,4,0.7
5312,25.4,24,1006,62,0,2,155,118,0,55,2,10,0.8
5313,26.9,25.3,1006,57,0,2.5,168,127,0,52,2,23,1
5314,27.9,26.1,1006,51,0,2.1,159,121,136,51,2,39,0.8
5315,29,27.2,1005,46,0,1,147,112,123,42,2,67,0.7
5316,29.6,27.8,1005,47,0,1.4,135,103,0,37,0,86,0.7
5317,30.4,28.7,1004,49,0,1.7,103,77,0,29,0,91,0
5318,30.9,29.5,1004,55,0,2.8,75,55,0,28,6,80,0
5319,30.9,29.9,1003,59,0,2.7,42,29,0,41,2,0,0.7
5320,30.8,29.8,1003,60,0,2.6,29,20,0,0,2,0,0.6
5321,30.9,30.2,1003,63,0,2.7,28,19,0,0,2,43,0.6
5322,30.6,29.8,1002,63,0,3.2,28,19,0,34,2,53,0.6
5323,30,29.5,1002,68,0,2.7,40,28,0,30,2,44,0.6
5324,29.3,28.9,1003,71,0,2.9,39,27,0,32,2,33,0.6
5325,28.7,28.6,1003,75,0,1.7,38,26,0,36,2,32,0.6
5326,28.3,28.4,1004,79,0,1.5,32,22,0,35,2,28,0.6
5327,27.8,27.8,1004,82,0,2.7,42,29,0,41,2,15,0.6
5328,27.2,27.4,1004,85,0,1.3,58,30,65,67,2,2,0.9
5329,26.9,27.1,1004,86,0,1.1,57,40,55,70,2,2,1
5330,26.7,27,1004,87,0,1.2,57,40,0,60,2,2,1
5331,26.5,26.8,1003,88,0,1.3,54,38,0,58,2,2,1
5332,26.4,26.6,1003,88,0,1.8,49,34,0,56,2,2,1
5333,26.2,26.4,1003,89,0,1.6,54,38,42,72,2,2,1
5334,25.9,26.1,1003,90,0,1.9,50,35,42,65,2,2,0.9
5335,25.9,26,1004,89,0,2.2,52,36,0,56,2,2,0.9
5336,26.2,26.5,1004,90,0,1.5,60,43,0,62,2,2,0.8
5337,27.2,27.3,1004,84,0,2.2,39,27,0,45,2,5,0.6
5338,28.8,28.4,1004,75,0,4,32,22,28,45,2,13,0.5
5339,30.4,29.9,1004,68,0,3.1,35,24,32,39,2,22,0.5
5340,31.3,30.6,1004,64,0,3.8,44,25,44,55,2,22,0.6
5341,32.2,31.1,1003,60,0,5.4,48,30,48,55,2,25,0.6
5342,N/A,N/A,N/A,N/A,N/A,N/A,43,29,43,51,2,35,0.7
5343,N/A,N/A,N/A,N/A,N/A,N/A,42,29,39,48,2,48,0.6
5344,N/A,N/A,N/A,N/A,N/A,N/A,49,34,0,45,2,66,0.6
5345,N/A,N/A,N/A,N/A,N/A,N/A,36,25,0,45,3,85,0.4
5346,32.2,31.7,1001,64,0,3.1,26,18,20,34,4,64,0.3
5347,N/A,N/A,N/A,N/A,N/A,N/A,53,18,55,45,3,39,0.4
5348,31.4,31.2,1002,68,0,2.2,25,17,0,40,2,38,0.3
5349,30.6,30.6,1002,72,0,1.9,27,16,27,44,2,30,0.3
5350,30.5,30.4,1003,73,0,3,34,14,34,58,2,13,0.4
5351,29.7,29.8,1003,77,0,2,36,22,31,72,2,2,0.6
5352,29.2,29.4,1003,80,0,2.2,42,29,30,73,2,2,0.6
5353,28.6,28.8,1003,81,0,1.9,35,20,33,69,2,2,0.6
5354,28.2,28.4,1002,83,0,2.5,33,18,26,66,2,2,0.6
5355,27.8,28,1002,84,0,2.7,28,12,0,56,4,7,0.4
5356,27.6,27.8,1002,85,0,2.8,19,13,0,32,2,29,0.5
5357,27.2,27.4,1002,87,0,2.5,19,8,14,37,2,26,0.5
5358,27,27.4,1003,88,0,1.3,26,7,25,51,2,12,0.6
5359,27,27.3,1003,88,0,2.1,31,16,29,62,2,2,0.6
5360,27.8,28.1,1004,85,0,1.9,43,16,43,56,4,4,0.8
5361,29,29,1003,79,0,3.2,39,15,39,47,6,13,0.9
5362,30.6,30.7,1003,74,0,1.7,44,19,44,44,6,21,0.8
5363,32,31.8,1003,67,0,2.4,52,20,53,43,6,29,0.8
5364,33.3,32.9,1003,62,0,2.6,33,22,33,37,4,54,0.7
5365,33.3,32.8,1003,63,0,3.6,32,14,24,21,5,101,0.6
5366,33.7,33.3,1002,62,0,3.1,42,20,39,20,3,134,0.6
5367,33.9,33.5,1002,63,0,4.1,67,29,36,19,3,173,0.6
5368,33.9,33.4,1001,62,0,3.9,55,23,44,22,3,164,0.6
5369,32.8,32.7,1002,67,0,2.4,73,24,96,37,3,161,0.7
5370,N/A,N/A,N/A,N/A,N/A,N/A,75,27,85,41,2,180,0.8
5371,32.8,32.7,1001,66,0,1.9,67,32,83,50,2,165,0.9
5372,32.6,32.7,1002,68,0,1.3,72,36,94,56,2,136,0.9
5373,32.2,32.3,1002,70,0,1.5,65,43,80,70,2,97,1
5374,31.7,31.9,1002,73,0,1.9,88,49,125,93,2,70,1.1
5375,31.1,31.5,1002,76,0,1.4,80,54,110,81,2,63,1.1
5376,30.6,31.1,1002,79,0,1.2,,,,,,,
5377,30.4,30.9,1002,80,0,2,78,53,105,127,2,26,1.2
5378,29.8,30.4,1002,82,0,1.4,89,66,104,102,2,31,1.2
5379,29.5,30.1,1002,84,0,2,83,61,107,81,2,41,1.2
5380,28.9,29.5,1001,87,0,2.1,109,82,115,38,2,88,1.7
5381,28.6,29.2,1002,88,0,2,133,101,109,35,2,77,1.8
5382,28.5,29.2,1001,89,0,1.8,68,49,0,60,2,27,0.8
5383,28.6,29.3,1002,89,0,1.8,29,13,29,2,2,59,0.5
5384,28.9,29.6,1001,88,0,1.7,22,15,0,2,2,41,0.6
5385,30,30.7,1001,84,0,1.8,30,21,0,2,2,41,0.9
5386,31.3,31.8,1002,78,0,2.1,23,16,0,2,2,46,0.7
5387,32.2,32.5,1001,74,0,2.7,22,15,0,2,2,52,0.7
5388,33,32.9,1001,67,0,2.8,,,,,,,
5389,33.3,33.1,1000,65,0,2.6,24,14,0,2,2,74,0.9
5390,24.9,23.8,1001,96,36.3,3.5,,,,,,,
5391,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
5392,26.2,26.3,1002,87,0.6,1.8,,,,,,,
5393,27,27.1,1000,83,0.1,1,,,,,,,
5394,27.8,27.9,1001,81,0,1.6,,,,,,,
5395,27.5,27.5,1001,80,0,1.4,,,,,,,
5396,27.2,27.2,1002,82,0,1.6,,,,,,,
5397,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
5398,26.9,26.8,1002,78,0,0.6,,,,,,,
5399,26.5,26.7,1002,87,0,1.7,,,,,,,
5400,26.1,26.3,1002,90,0,2.3,,,,,,,
5401,26.1,26.4,1002,90,0,1.4,,,,,,,
5402,25.8,26.1,1001,92,0,1.3,,,,,,,
5403,25.7,26.1,1001,92,0,0.8,,,,,,,
5404,25.5,25.9,1001,94,0,0.7,,,,,,,
5405,25.3,25.9,1001,95,0,0,,,,,,,
5406,25.6,26.1,1001,95,0,1,,,,,,,
5407,25.6,25.7,1002,87,0,1,,,,,,,
5408,26.2,26.2,1002,83,0,1,,,,,,,
5409,27.3,27.1,1002,76,0,0.9,,,,,,,
5410,28.2,27.5,1002,68,0,1.9,,,,,,,
5411,28.5,28,1003,67,0,0.9,,,,,,,
5412,28.9,28.4,1002,68,0,1.2,,,,,,,
5413,29.4,28.9,1002,68,0,1.6,,,,,,,
5414,30.6,29.8,1002,61,0,1.7,,,,,,,
5415,31.5,30.3,1001,57,0,3.1,,,,,,,
5416,32.2,30.6,1001,49,0,2.5,,,,,,,
5417,32.5,30.7,1001,43,0,1.3,,,,,,,
5418,31.3,29.4,1001,44,0,1.4,,,,,,,
5419,30.2,28.2,1001,48,0,2.9,,,,,,,
5420,28.3,26.6,1001,53,0,2,,,,,,,
5421,27.2,26.2,1002,61,0,0.8,,,,,,,
5422,26.5,25,1002,54,0,0.9,,,,,,,
5423,26.2,24.7,1002,54,0,1,,,,,,,
5424,26.7,24.7,1002,47,0,1.5,,,,,,,
5425,24.7,25,1001,57,0.1,0.9,,,,,,,
5426,26.3,24.4,1002,48,0,1.1,,,,,,,
5427,26.1,24.1,1002,49,0,1.8,,,,,,,
5428,24.8,25,1002,60,0,1,,,,,,,
5429,23.6,23.4,1002,67,0,1.1,,,,,,,
5430,23.8,23.7,1002,66,0,1.2,,,,,,,
5431,24.4,24.3,1002,66,0,1.6,,,,,,,
5432,25.7,24.3,1002,60,0,1.4,,,,,,,
5433,28.3,26.3,1003,50,0,2.7,,,,,,,
5434,29,27.3,1003,52,0,2,,,,,,,
5435,30.1,27.9,1003,45,0,2.9,,,,,,,
5436,30.6,28.5,1003,44,0,2.4,,,,,,,
5437,31.9,29.8,1003,41,0,1.6,,,,,,,
5438,32.2,29.9,1002,40,0,2.2,,,,,,,
5439,32.5,30.5,1002,39,0,0.8,,,,,,,
5440,32.1,30.4,1002,46,0,1.7,,,,,,,
5441,32.4,30.8,1002,48,0,1.9,,,,,,,
5442,31.4,29.8,1002,49,0,1.9,,,,,,,
5443,30.4,29.3,1001,58,0,1.9,,,,,,,
5444,29.6,28.7,1002,61,0,1.3,,,,,,,
5445,29,28.2,1002,63,0,1.1,,,,,,,
5446,28.8,28.1,1003,63,0,0.9,,,,,,,
5447,28.4,27.7,1003,66,0,1.2,,,,,,,
5448,28,27.6,1003,70,0,0.7,,,,,,,
5449,27.8,27.5,1003,72,0,0.5,,,,,,,
5450,27.7,27.8,1003,76,0,0.1,,,,,,,
5451,27.5,27.4,1003,79,0,1.3,,,,,,,
5452,27,27.3,1003,86,0,0.7,,,,,,,
5453,23.9,23.3,1003,81,1.6,1.6,,,,,,,
5454,22.1,21.4,1004,87,2.1,1.2,,,,,,,
5455,21.9,21.1,1005,90,0.9,1.1,,,,,,,
5456,22.2,21.1,1005,91,0.8,3.2,,,,,,,
5457,22,21.2,1006,85,0,2,,,,,,,
5458,22.4,21.6,1006,80,0,2.8,,,,,,,
5459,22.7,22,1006,76,0,2.7,,,,,,,
5460,24.1,23.8,1006,68,0,1.7,,,,,,,
5461,24.7,24.7,1006,64,0,1.5,24,14,0,2,2,74,0.9
5462,25.1,23.7,1005,62,0,1.8,,,,,,,
5463,25.9,24.2,1005,58,0,2.9,82,7,113,17,2,83,0.5
5464,26.7,24.8,1004,53,0,2.5,53,10,55,16,2,90,0.4
5465,26.7,25,1004,54,0,1.9,36,10,36,15,2,91,0.4
5466,26.7,25.1,1003,54,0,1.3,29,13,28,17,2,92,0.4
5467,26.6,24.8,1003,54,0,2.1,27,7,27,18,2,85,0.5
5468,25.2,23.9,1003,63,0,1.9,32,16,32,22,2,77,0.5
5469,23.8,23.5,1004,69,0,1.6,44,11,44,38,2,68,0.5
5470,23.3,23,1004,73,0,1,43,13,43,32,2,63,0.5
5471,22.8,22.3,1004,74,0,1.3,43,20,43,45,2,38,0.5
5472,22.4,21.8,1004,73,0,1.9,27,16,27,36,2,45,0.5
5473,21.3,20.8,1003,82,0,0.5,26,13,26,45,2,27,0.5
5474,20.6,20.4,1003,87,0,0,31,16,31,54,2,12,0.6
5475,20.2,20,1003,88,0,0,33,21,33,58,2,2,0.6
5476,20.2,19.7,1003,90,0,0.5,31,16,30,62,0,2,0.7
5477,19.8,19.5,1002,92,0,0,33,20,33,61,2,2,0
5478,20.1,19.5,1002,94,0,0.9,38,26,38,60,2,0,0.7
5479,20.1,19.5,1003,92,0,0.7,37,22,37,57,2,2,0.6
5480,23.1,22.7,1003,78,0,0.8,40,22,40,48,2,7,0.6
5481,25,25,1003,70,0,0.9,33,19,33,38,2,25,0.6
5482,26,25.2,1003,65,0,0.4,35,22,35,39,2,36,0.6
5483,27.4,26.2,1003,57,0,0.7,32,22,32,39,2,54,0.6
5484,28.6,27.2,1003,56,0,1.8,38,26,32,39,2,75,0.6
5485,29.5,27.9,1002,52,0,2,51,26,52,43,2,86,0.7
5486,30.3,28.8,1001,54,0,2.8,44,23,44,27,2,115,0.6
5487,31,29.3,1001,50,0,2.8,48,25,28,18,2,151,0.6
5488,30.9,29.3,1000,52,0,3.2,75,25,31,20,2,180,0.6
5489,31,29.7,1000,54,0,2.2,69,21,34,19,2,175,0.6
5490,30.6,28.9,1000,53,0,3.7,43,27,35,14,2,136,0.6
5491,28.6,27.5,1000,62,0,2.3,50,27,50,15,2,145,0.6
5492,N/A,N/A,N/A,N/A,N/A,N/A,52,28,54,20,2,147,0.6
5493,27.2,26.2,1000,68,0,2.7,55,26,59,23,2,123,0.6
5494,26.6,25.5,1001,66,0,2,55,34,60,28,2,104,0.6
5495,25.8,24.8,1000,70,0,2.4,58,32,66,41,2,66,0.6
5496,25.4,24.6,1000,72,0,1.5,52,32,54,39,2,55,0.6
5497,25,24.7,1000,75,0,1.2,52,31,54,36,2,62,0.6
5498,24.4,24.1,1000,79,0,0.7,59,30,68,56,2,33,0.7
5499,24.7,24.4,1000,77,0,1,56,34,62,55,2,25,0.7
5500,24.5,24.2,1000,78,0,0.6,54,31,57,44,0,28,0.7
5501,23.8,23.4,1000,83,0,0.4,51,31,52,53,2,16,0
5502,24,23.5,1000,83,0,0.7,50,30,50,51,2,0,0.7
5503,24.3,24.2,1001,83,0,0,49,30,49,52,2,7,0.7
5504,24.8,24.3,1001,82,0,1.1,48,30,48,61,2,2,0.7
5505,25.2,24.7,1001,76,0,1,53,34,56,63,2,2,0.9
5506,25.7,25.1,1001,73,0,0.9,57,37,63,68,2,2,1
5507,26.4,25.7,1001,70,0,1,79,49,107,80,2,2,1.2
5508,26.7,26.1,1001,69,0,0.7,77,56,96,81,2,2,1.2
5509,26.5,25.7,1001,71,0,1.8,82,60,99,84,2,2,1.2
5510,26.5,25.8,1000,72,0,1.7,80,59,79,70,2,23,1.1
5511,27.6,26.9,1000,68,0,1.4,95,71,72,69,2,25,1.3
5512,27.7,26.9,999,67,0,1.4,108,81,0,76,3,52,1.6
5513,27.2,26.6,999,70,0,1,119,90,0,61,4,69,1.6
5514,26.8,26.6,999,77,0,1,95,71,73,38,2,70,1.3
5515,26.3,26.1,999,81,0,1.5,129,98,0,88,2,34,1.5
5516,25.9,25.6,999,81,0,2.2,134,102,0,100,2,23,1.4
5517,25.3,25.2,1000,86,0,1.6,142,108,0,114,2,13,1.4
5518,25,24.3,1000,88,0,1.6,139,106,0,93,2,27,1.3
5519,24.9,24.4,1000,89,0,0.2,149,114,0,63,2,47,1.2
5520,25,24.4,1000,89,0,0.5,159,121,0,48,2,47,1.1
5521,24.9,24.2,1000,89,0,1.3,158,120,0,37,2,53,1.2
5522,24.9,24.3,999,89,0,0.9,175,132,0,38,2,47,1.3
5523,24.8,24.1,999,89,0,0.9,178,134,0,33,2,51,1.2
5524,24.6,23.9,999,89,0,1.5,176,133,0,34,3,51,1.2
5525,24.4,23.7,998,91,0,1,196,147,0,46,2,32,1.2
5526,24.2,23.3,998,92,0.1,1.5,195,146,0,51,2,19,1.2
5527,24.4,23.7,998,89,0,1.3,186,140,0,44,2,29,1.3
5528,24,23.2,998,92,0.6,0.9,165,125,0,46,2,25,1.3
5529,23.9,23,998,94,1.6,1.3,153,117,0,62,2,3,1.3
5530,24.1,23.3,998,95,1.4,0.8,140,107,0,64,2,2,1.4
5531,23.9,23,997,96,5.5,1.1,132,100,0,57,2,2,1.5
5532,23.8,22.9,997,97,5.1,0.9,105,79,0,56,2,2,1.6
5533,23.6,22.6,997,97,1.2,1.8,102,76,0,55,2,2,2
5534,23.6,22.6,997,97,0.3,1.3,84,62,0,56,2,2,2.3
5535,23.6,22.6,997,97,0.4,2,63,45,0,55,2,8,2.1
5536,23.3,22.3,997,96,0.7,2,87,64,0,58,2,4,3
5537,23.2,22.2,997,96,0.6,1.6,97,72,0,47,2,21,2.4
5538,22.9,21.9,997,94,0.1,2.5,79,58,0,40,2,33,2.3
5539,22.9,22,997,94,0.1,1.7,79,58,0,34,2,47,2
5540,22.9,21.8,998,94,0,2.8,79,58,0,32,2,53,1.9
5541,22.8,21.7,998,95,0.2,2.5,92,68,0,35,2,44,2
5542,23,22.1,998,93,0.1,1.5,64,46,0,28,2,51,1.6
5543,23.4,22.5,998,93,0,1.3,73,53,0,38,2,32,1.9
5544,23.5,22.7,999,91,0,1.4,85,63,0,41,2,24,2.4
5545,23.6,22.8,999,91,0,1.3,72,52,0,33,2,22,2.4
5546,24,23.3,999,86,0,1.5,62,44,0,35,2,19,2.2
5547,24.5,23.9,999,82,0,1.9,49,34,0,37,2,12,1.9
5548,24.5,24,999,82,0,1.4,52,36,0,47,2,2,1.9
5549,24.7,24.2,999,80,0,1.8,36,25,0,36,2,15,1.6
5550,24.9,24.4,999,75,0,2.7,25,17,0,31,2,22,1.3
5551,25,24.6,1000,72,0,3,20,14,0,25,2,26,1.1
5552,25,24.7,1001,70,0,2.4,22,15,0,28,2,23,1
5553,26.4,25.1,1001,66,0,3.6,22,15,0,33,2,18,1
5554,27.2,25.8,1002,61,0,3,19,13,14,33,2,29,1
5555,28.5,26.6,1002,56,0,5.6,20,14,15,30,2,42,1
5556,29.5,27.8,1002,54,0,3.5,21,13,18,22,2,66,0.8
5557,30.3,28.6,1002,51,0,2.9,31,12,18,12,2,98,0.7
5558,31,29,1002,49,0,4,37,14,17,10,2,117,0.6
5559,31.5,29.6,1002,47,0,2.9,37,11,13,9,2,118,0.6
5560,32.1,30.2,1002,45,0,2.2,40,11,0,8,2,125,0.5
5561,32.5,30.7,1002,46,0,2.3,40,11,0,8,2,127,0.5
5562,32.3,30.4,1002,46,0,2.5,45,15,16,8,2,141,0.6
5563,29.5,28.7,1002,67,0,4.1,45,16,0,10,2,143,0.6
5564,27.7,27.1,1003,73,0,3.2,44,16,24,17,2,139,0.7
5565,26.6,26.2,1004,78,0,2.1,69,29,88,27,2,138,1
5566,26.1,25.7,1005,79,0,1.8,59,42,67,29,2,113,1.1
5567,25.5,25.2,1005,81,0,1.5,57,40,63,38,2,90,1.2
5568,25.2,24.9,1005,81,0,1.2,50,35,48,36,2,86,1.1
5569,24.9,24.4,1006,81,0,1.3,48,33,46,35,2,80,1.2
5570,24.5,23.9,1006,83,0,1.5,56,34,62,47,2,60,1.4
5571,24.2,23.8,1005,81,0,0.7,59,42,50,34,2,60,1.4
5572,23.6,23,1005,84,0,1,65,47,51,42,2,41,1.5
5573,23.3,22.7,1005,87,0,0.8,73,53,0,46,2,28,1.5
5574,23.4,22.7,1005,88,0,0.8,75,55,0,49,2,19,1.5
5575,23.3,22.8,1006,89,0,0.1,78,57,62,62,2,7,1.5
5576,23.9,23.4,1006,88,0,0.3,82,60,63,66,2,2,1.5
5577,26.1,25.8,1006,77,0,0.6,95,71,74,58,2,2,1.6
5578,27.1,26.7,1006,74,0,1,99,74,75,55,2,17,1.5
5579,27.9,27.3,1006,69,0,1.5,98,73,0,69,2,19,1.4
5580,29.3,28.5,1006,64,0,1.9,115,87,0,64,2,59,1.6
5581,29.9,29.1,1005,61,0,1.2,117,88,0,56,2,101,1.5
5582,30.4,29.6,1005,60,0,1.2,113,85,0,42,2,145,1.3
5583,31.1,30,1004,53,0,0.8,102,76,0,30,2,180,1.2
5584,31,29.9,1004,55,0,1.2,100,69,0,24,2,200,1.1
5585,31,29.8,1004,57,0,2.7,109,59,61,27,2,217,1.4
5586,30.7,29.7,1003,60,0,2.6,124,64,76,25,2,247,1.1
5587,29.7,29,1003,65,0,1.9,120,66,89,28,2,239,1.2
5588,28.6,28.1,1003,69,0,1.6,,,,,,,
5589,27.9,27.4,1004,72,0,1.6,97,72,90,30,2,172,1.1
5590,27.2,26.9,1004,76,0,1.2,92,68,93,35,2,148,1.1
5591,26.5,26.3,1004,78,0,0.6,89,66,90,42,2,109,1.1
5592,26.3,26,1004,79,0,1.2,97,72,83,46,2,83,1.1
5593,25.8,25.6,1004,82,0,1.2,98,73,89,63,2,45,1.2
5594,25,24.4,1004,87,0,1,103,77,98,87,2,12,1.3
5595,24.9,24.3,1004,86,0,1,94,70,92,93,2,4,1.3
5596,24.6,23.9,1004,87,0,1.5,95,71,93,95,2,2,1.2
5597,24.2,23.5,1004,88,0,1.4,85,63,76,78,2,2,1.2
5598,23.9,23.2,1005,90,0,0.6,85,63,74,81,2,2,1.2
5599,23.8,23.1,1005,91,0,0.7,89,66,79,78,2,2,1.2
5600,25.1,24.6,1006,80,0,1.7,84,62,69,78,2,2,1.1
5601,26.9,26.4,1006,73,0,1.3,72,52,84,83,2,3,1.1
5602,28.6,27.9,1006,65,0,1.2,73,53,72,52,2,32,0.9
5603,30.3,29.4,1006,60,0,1.4,69,50,62,44,2,62,0.9
5604,31.2,30.3,1006,57,0,1,69,50,74,39,2,101,0.9
5605,31.9,30.6,1005,52,0,2,74,54,66,27,2,166,0.9
5606,32.8,31.6,1005,51,0,1.5,107,53,60,23,2,214,0.9
5607,32.9,31.5,1005,52,0,2.9,127,50,68,25,2,253,1
5608,33.1,31.8,1005,50,0,1.4,149,61,88,27,2,298,1
5609,N/A,N/A,N/A,N/A,N/A,N/A,142,60,78,24,2,283,0.9
5610,32.4,31.2,1005,55,0,3.1,121,45,64,19,2,242,0.9
5611,31.4,30.4,1005,58,0,2.4,116,41,56,17,2,231,0.9
5612,30.7,29.8,1006,59,0,1.3,106,42,79,20,2,211,0.9
5613,30.1,29.3,1006,62,0,1.7,80,48,76,25,2,184,1.1
5614,29.3,28.7,1007,65,0,1.3,82,60,100,32,2,172,1.3
5615,28,27.4,1007,70,0,2,87,64,95,40,2,155,1.6
5616,26.9,26.3,1007,73,0,1.9,93,69,111,62,2,97,1.6
5617,26,25.6,1008,78,0,1.3,113,85,98,30,4,137,1.5
5618,25.6,25.1,1008,77,0,1.3,102,76,86,33,5,106,2
5619,25.3,24.8,1008,77,0,1.2,102,76,86,33,5,106,2
5620,24.7,24.3,1008,80,0,0.8,94,70,72,35,5,79,1.3
5621,24.1,23.6,1008,84,0,0.8,103,77,88,45,3,57,1.8
5622,24.2,23.7,1008,84,0,0.7,103,77,0,45,2,53,1.6
5623,24.8,24.4,1009,79,0,1.1,94,70,72,41,2,48,1.3
5624,26.1,25.5,1009,73,0,1,83,61,79,44,2,39,1.2
5625,27.5,26.4,1009,61,0,1.4,85,63,81,56,2,30,1.3
5626,28.1,26.6,1009,55,0,1.7,84,62,63,61,5,41,1.4
5627,29.7,27.4,1009,43,0,2.7,77,56,58,50,7,65,1.1
5628,30.5,28.6,1009,48,0,2.5,58,41,55,47,6,73,1.3
5629,31.5,29.5,1008,47,0,3.1,62,31,74,24,5,119,0.7
5630,31.8,29.9,1007,47,0,3.1,49,28,49,15,4,136,0.6
5631,31.7,29.9,1007,49,0,3.3,46,22,45,11,4,146,0.6
5632,32.2,30.2,1006,46,0,3.2,50,25,47,11,4,158,0.6
5633,32.3,30.5,1006,48,0,3.4,46,23,43,11,3,145,0.5
5634,31.8,29.9,1006,48,0,3.8,46,29,42,12,3,145,0.6
5635,30.1,28.7,1006,54,0,1.9,52,26,53,14,3,154,0.6
5636,28.9,28,1006,62,0,1.3,55,34,60,19,3,154,0.6
5637,N/A,N/A,N/A,N/A,N/A,N/A,55,27,60,26,3,136,0.6
5638,28.8,27.7,1006,60,0,1.7,66,36,82,38,3,116,0.7
5639,27.7,26.8,1006,66,0,1.8,70,39,89,41,3,103,0.7
5640,27.1,26.4,1006,72,0,2.6,71,44,92,48,3,84,0.7
5641,26.4,25.7,1006,74,0,2.2,73,43,96,55,2,70,0.8
5642,25.7,25,1006,74,0,1.9,74,52,97,56,3,65,0.8
5643,25.2,24.5,1005,75,0,1.5,69,50,68,37,3,82,0.8
5644,24.7,24.2,1005,77,0,2.1,65,47,73,32,3,71,0.8
5645,24.6,24.1,1005,78,0,2.2,82,60,77,40,3,49,0.9
5646,24.7,24.2,1004,78,0,1.9,85,63,74,47,3,37,0.9
5647,24.4,23.8,1005,81,0,1.9,85,63,73,51,3,29,0.9
5648,25.1,24.5,1005,77,0,1.6,90,67,81,55,2,17,0.9
5649,N/A,N/A,N/A,N/A,N/A,N/A,103,77,92,56,3,15,1
5650,27.8,26.3,1004,57,0,2.4,110,83,104,61,5,23,1.1
5651,28.2,26.4,1004,54,0,3.2,,,,,,,
5652,29.2,27.8,1003,54,0,1.5,46,32,34,33,7,72,0.7
